goalCode	targetCode	indicatorCode	seriesCode	seriesDesc	TAGS
15	15.a	15.a.1	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'biological diversity', 'genetic resources', 'development assistance']
16	16.1	16.1.1	VC_IHR_PSRC	Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)	['violence', 'crime', 'violent deaths']
16	16.1	16.1.1	VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	['violence', 'crime', 'violent deaths']
16	16.1	16.10.1	VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	['violence', 'crime', 'violent deaths', 'access to information', 'journalists']
16	16.1	16.10.2	SG_INF_ACCSS	Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information	['laws and regulations', 'access to information']
16	16.2	16.2.1	VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	['violence', 'child abuse', 'domestic abuse', 'children']
16	16.2	16.2.2	VC_VAW_DIST	Age and sex distribution of detected victims of trafficking in persons (%)	['trafficking in persons', 'crime', 'human rights violations']
16	16.2	16.2.3	VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	['"womens advancement"', 'gender equality', 'violence', 'sex crimes', 'women', 'youth']
16	16.3	16.3.2	VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	['rule of law', 'administration of justice', 'detained persons']
16	16.5	16.5.2	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	['rule of law', 'bribery', 'corruption']
16	16.6	16.6.1	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	['economic policy', 'public expenditures']
10	10.6	10.6.1	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	['equality of states', 'intergovernmental organizations', 'developing countries']
10	10.6	10.6.1	SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	['equality of states', 'intergovernmental organizations', 'developing countries']
16	16.9	16.9.1	SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	['civil registration', 'birth reporting', 'human rights']
16	16.a	16.a.1	SG_NHR_IMPL	Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)	['means of implementation', 'human rights institutions', 'human rights']
16	16.a	16.a.1	SG_NHR_IMPLN	Countries with National Human Rights Institutions in compliance with the Paris Principles, A status (1 = YES; 0 = NO)	['means of implementation', 'human rights institutions', 'human rights']
16	16.a	16.a.1	SG_NHR_INTEXST	Proportion of countries that applied for accreditation as independent National Human Rights Institutions in compliance with the Paris Principles (%)	['means of implementation', 'human rights institutions', 'human rights']
16	16.a	16.a.1	SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	['means of implementation', 'human rights institutions', 'human rights']
16	16.a	16.a.1	SG_NHR_NOAPPLN	Countries with no application for accreditation with the Paris Principles, D status  (1 = YES; 0 = NO)	['means of implementation', 'human rights institutions', 'human rights']
16	16.a	16.a.1	SG_NHR_NOSTUSN	Countries with National Human Rights Institutions and no status with the Paris Principles, C status (1 = YES; 0 = NO)	['means of implementation', 'human rights institutions', 'human rights']
17	17.1	17.10.1	TM_TAX_WWTAV	Worldwide weighted tariff-average (weighted mean), by type of product and trade regime (%)	['means of implementation', 'tariffs', 'barriers to trade', 'international trade']
17	17.11	17.11.1	TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	['means of implementation', 'international trade']
17	17.11	17.11.1	TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	['means of implementation', 'international trade']
17	17.11	17.11.1	TX_IMP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise imports (%)	['means of implementation', 'international trade']
17	17.11	17.11.1	TX_IMP_GBSVR	Developing countries’ and least developed countries’ share of global services imports (%)	['means of implementation', 'international trade']
17	17.12	17.12.1	TM_TAX_ATRFD	Average tariff applied by developed countries, by type of product (%)	['means of implementation', 'tariffs', 'barriers to trade', 'international trade']
17	17.15	17.15.1	SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.15	17.15.1	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.15	17.15.1	SG_PLN_PRVRICTRY	Proportion of results indicators drawn from country-led results frameworks - data by provider (%)	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.15	17.15.1	SG_PLN_PRVRIMON	Proportion of results indicators which will be monitored using government sources and monitoring systems - data by provider (%)	['means of implementation', 'programme ownership', 'programme evaluation']
17	17.15	17.15.1	SG_PLN_RECNDI	Proportion of new development interventions drawn from country-led result frameworks - data by recipient (%)	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.15	17.15.1	SG_PLN_RECRICTRY	Proportion of results indicators drawn from country-led results frameworks - data by recipient (%)	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.15	17.15.1	SG_PLN_RECRIMON	Proportion of results indicators which will be monitored using government sources and monitoring systems - data by recipient (%)	['means of implementation', 'programme ownership', 'programme evaluation']
17	17.15	17.15.1	SG_PLN_REPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by recipient (%) 	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']
17	17.16	17.16.1	SG_PLN_MSTKSDG	Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)	['means of implementation', 'programme evaluation']
17	17.18	17.18.2	SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'laws and regulations']
17	17.18	17.18.3	SG_STT_NSDSFDDNR	Countries with national statistical plans with funding from donors (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'development finance', 'development planning']
17	17.18	17.18.3	SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'development finance', 'development planning', 'programme ownership']
17	17.18	17.18.3	SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'development finance', 'development planning']
17	17.18	17.18.3	SG_STT_NSDSFND	Countries with national statistical plans that are fully funded (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'development finance', 'development planning']
17	17.18	17.18.3	SG_STT_NSDSIMPL	Countries with national statistical plans that are under implementation (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'development planning']
17	17.19	17.19.1	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	['means of implementation', 'statistical capacity', 'development finance', 'developing countries']
17	17.19	17.19.2	SG_REG_BRTH90	Proportion of countries with birth registration data that are at least 90 percent complete (%)	['means of implementation', 'statistical capacity', 'civil registration']
17	17.19	17.19.2	SG_REG_BRTH90N	Countries with birth registration data that are at least 90 percent complete (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'civil registration']
17	17.19	17.19.2	SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	['means of implementation', 'statistical capacity', 'censuses']
17	17.19	17.19.2	SG_REG_CENSUSN	Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'censuses']
17	17.19	17.19.2	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	['means of implementation', 'statistical capacity', 'civil registration']
17	17.19	17.19.2	SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	['means of implementation', 'statistical capacity', 'civil registration']
17	17.2	17.2.1	DC_ODA_LDCG	Net official development assistance (ODA) to LDCs as a percentage of OECD-DAC donors' GNI, by donor countries (%)	['means of implementation', 'least developed countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_LDCS	Net official development assistance (ODA) to LDCs from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'least developed countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_LLDC	Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_LLDCG	Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)	['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_SIDS	Net official development assistance (ODA) to small island states (SIDS) from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'developing countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_SIDSG	Net official development assistance (ODA) to small island states (SIDS) as a percentage of OECD-DAC donors' GNI, by donor countries (%)	['means of implementation', 'small island developing states', 'developing countries', 'development assistance']
17	17.2	17.2.1	DC_ODA_TOTG	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI, by donor countries (%)	['means of implementation', 'development assistance']
17	17.2	17.2.1	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'development assistance']
17	17.3	17.3.2	BX_TRF_PWKR	Volume of remittances (in United States dollars) as a proportion of total GDP (%)	['means of implementation', 'development finance', 'development finance', 'remittances']
17	17.4	17.4.1	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	['means of implementation', 'external debt', 'international trade', 'debt servicing']
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'internet']
17	17.6	17.6.2	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'internet']
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'internet']
17	17.9	17.9.1	DC_FTA_TOTAL	Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)	['means of implementation', 'development finance', 'developing countries']
2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	['hunger', 'malnutrition', 'food shortage', 'health']
2	2.1	2.1.1	SN_ITK_DEFCN	Number of undernourish people (millions)	['hunger', 'malnutrition', 'food shortage', 'health']
2	2.1	2.1.2	AG_PRD_FIESSI	Prevalence of severe food insecurity in the adult population (%)	['food security', 'food shortage', 'hunger']
2	2.1	2.1.2	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	['food security', 'food shortage', 'hunger']
2	2.2	2.2.1	SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.2	2.2.1	SH_STA_STUNTN	Children moderately or severely stunted (millions)	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.2	2.2.2	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	['obesity', 'malnutrition', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.2	2.2.2	SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	['obesity', 'malnutrition', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.2	2.2.2	SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.2	2.2.2	SH_STA_WASTEN	Children moderately or severely wasted (millions)	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	2.5	2.5.1	ER_GRF_ANIMKPT	Number of local breeds kept in the country	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.1	ER_GRF_ANIMRCNT	Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.1	ER_GRF_ANIMRCNTN	Number of local breeds for which sufficient genetic resources are stored for reconstitution	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.1	ER_GRF_ANIMSTOR	Proportion of local breeds with genetic material stored (%)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.1	ER_GRF_ANIMSTORN	Number of local breeds with genetic material stored	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.1	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_NRK_LBRED	Proportion of local breeds classified as known being at risk (%)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_NRK_LBREDN	Local breeds classified as known being at risk (number)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_RSK_LBRED	Proportion of local breeds classified as known being not at risk (%)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_UNK_LBRED	Proportion of local breeds classified as being at unknown level of risk of extinction (%)	['sustainable agriculture', 'genetic resources']
2	2.5	2.5.2	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	['sustainable agriculture', 'genetic resources']
2	2.a	2.a.1	AG_PRD_AGVAS	Agriculture value added share of GDP (%)	['means of implementation', 'sustainable agriculture', 'gross domestic product']
2	2.a	2.a.1	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	2.a	2.a.1	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	2.a	2.a.2	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	2.b	2.b.1	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']
2	2.c	2.c.1	AG_FPA_CFPI	Consumer Food Price Index	['means of implementation', 'sustainable agriculture', 'food prices']
2	2.c	2.c.1	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	['means of implementation', 'sustainable agriculture', 'food prices']
3	3.1	3.1.1	SH_STA_MMR	Maternal mortality ratio	['maternal mortality', 'maternal and child health', '"womens advancement"', 'childbirth', '"womens health"', 'death', 'health', 'mothers', 'women']
3	3.1	3.1.2	SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	['maternal and child health', 'child health', 'childbirth', 'health', 'women', 'children', 'infants']
3	3.2	3.2.1	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	3.2	3.2.1	SH_DYN_IMRTN	Infant deaths (number)	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	3.2	3.2.1	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	['child mortality', 'mortality', 'death', 'health', 'children']
3	3.2	3.2.1	SH_DYN_MORTN	Under-five deaths (number)	['child mortality', 'mortality', 'death', 'health', 'children']
3	3.2	3.2.2	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	3.2	3.2.2	SH_DYN_NMRTN	Neonatal deaths (number)	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	3.3	3.3.1	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	['hiv', 'health', 'diseases', 'communicable diseases']
3	3.3	3.3.2	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	['health', 'diseases', 'communicable diseases', 'tuberculosis']
3	3.3	3.3.3	SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	['health', 'diseases', 'communicable diseases', 'malaria']
3	3.3	3.3.4	SH_HAP_HBSAG	Prevalence of hepatitis B surface antigen (HBsAg) (%)	['health', 'diseases', 'communicable diseases']
3	3.3	3.3.5	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	['health', 'diseases', 'communicable diseases', 'tropical diseases']
3	3.4	3.4.1	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']
3	3.4	3.4.1	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']
3	3.4	3.4.2	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	['health', 'suicide', 'mortality', 'death', 'mental health']
3	3.4	3.4.2	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	['health', 'suicide', 'mortality', 'death', 'mental health']
3	3.5	3.5.2	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	['narcotic drugs', 'health', 'alcoholism', 'health hazards']
3	3.6	3.6.1	SH_STA_TRAF	Death rate due to road traffic injuries (per 100,000 population)	['health', 'traffic accidents', 'road traffic', 'mortality', 'death', 'traffic safety']
3	3.7	3.7.1	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	['health', 'reproductive health', 'family planning', '"womens health"', '"womens advancement"', 'gender equality', 'women']
3	3.7	3.7.2	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	['health', 'reproductive health', 'sex education', 'youth health', '"womens health"', 'gender equality', 'women', 'youth', 'adolescents']
3	3.8	3.8.1	SH_ACS_UNHC	Universal health coverage (UHC) service coverage index	['health', 'basic needs', 'social welfare']
3	3.8	3.8.2	SH_XPD_EARN10	Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%)	['health', 'basic needs', 'social welfare']
3	3.8	3.8.2	SH_XPD_EARN25	Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income (%)	['health', 'basic needs', 'social welfare']
3	3.9	3.9.1	SH_AAP_ASMORT	Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.1	SH_AAP_MORT	Crude death rate attributed to ambient air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.1	SH_HAP_ASMORT	Age-standardized mortality rate attributed to household air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.1	SH_HAP_MORT	Crude death rate attributed to household air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.1	SH_STA_AIRP	Crude death rate attributed to household and ambient air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.1	SH_STA_ASAIRP	Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	3.9	3.9.2	SH_STA_WASH	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)	['hygiene', 'health', 'mortality', 'death', 'water-related diseases', 'sanitation', 'water', 'drinking water']
3	3.9	3.9.3	SH_STA_POISN	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	['health', 'health hazards', 'mortality', 'death', 'toxic substances']
3	3.a	3.a.1	SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	['health', 'health hazards', 'tobacco', 'smoking']
3	3.b	3.b.1	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	['health', 'vaccination']
3	3.b	3.b.1	SH_ACS_MCV2	Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)	['health', 'vaccination']
3	3.b	3.b.1	SH_ACS_PCV3	Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)	['health', 'vaccination']
3	3.b	3.b.2	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'health', 'medical research']
3	3.b	3.b.2	DC_TOF_HLTHNT	Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'health', 'medical research']
3	3.c	3.c.1	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	['means of implementation', 'health', 'health personnel', 'physicians', 'human resources']
3	3.d	3.d.1	SH_IHR_CAPPRD	Average of 13 International Health Regulations (IHR) core capacities	['means of implementation', 'laws and regulations', 'health', 'international health regulations', 'international instruments']
3	3.d	3.d.1	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	['means of implementation', 'health', 'international health regulations']
4	4.1	4.1.1	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	['mathematics and numeracy skills', 'education', 'children']
4	4.1	4.1.1	SE_REA_PROF	Minimum proficiency in reading, by education level and sex (%)	['reading and literacy skills', 'education', 'children']
4	4.2	4.2.1	SE_DEV_ONTRK	Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)	['reading and literacy skills', 'mathematics and numeracy skills', 'education', 'preschool education', 'child development', 'children']
4	4.2	4.2.2	SE_PRE_PARTN	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	['education', 'preschool education']
4	4.3	4.3.1	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	['education', 'youth']
4	4.4	4.4.1	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	['education', 'computer literacy', 'youth']
4	4.5	4.5.1	SE_GPI_FUNPROF	Gender parity index achieving at least a fixed level of proficiency in functional literacy skills (ratio)	['reading and literacy skills', 'education', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_GPI_ICTS	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	['computer literacy', 'youth', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	['mathematics and numeracy skills', 'education', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	['reading and literacy skills', 'education', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_GPI_REAACH	Gender parity index for achievement in reading, by education level (ratio)	['reading and literacy skills', 'education', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_GPI_TRATEA	Gender parity index of trained teachers, by education level (ratio)	['education', '"womens advancement"', 'gender equality', 'teachers', 'teacher training', 'human resources', 'women']
4	4.5	4.5.1	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	['education', 'migrants']
4	4.5	4.5.1	SE_LGP_ACHIMA	Language test parity index for achievement in mathematics, by education level (ratio)	['education', 'mathematics and numeracy skills']
4	4.5	4.5.1	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	['education', 'reading and literacy skills']
4	4.5	4.5.1	SE_NAP_ACHIMA	Native parity index for achievement in mathematics, by education level (ratio)	['mathematics and numeracy skills', 'education']
4	4.5	4.5.1	SE_NAP_ACHIRE	Native parity index for achievement in reading, by education level (ratio)	['reading and literacy skills', 'education']
4	4.5	4.5.1	SE_PRE_GPIPARTN	Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)	['education', 'preschool education', '"womens advancement"', 'gender equality', 'women', 'children', 'girls']
4	4.5	4.5.1	SE_SEP_FUNPROF	Low to high socio-economic parity status index achieving at least a fixed level of proficiency in functional numeracy skills  (ratio)	['education', 'mathematics and numeracy skills']
4	4.5	4.5.1	SE_SEP_MATACH	Low to high socio-economic parity status index for achievement in mathematics, by education level (ratio)	['education', 'mathematics and numeracy skills']
4	4.5	4.5.1	SE_SEP_REAACH	Low to high socio-economic parity status index for achievement in reading, by education level (ratio)	['reading and literacy skills', 'education']
4	4.5	4.5.1	SE_URP_MATACH	Rural to urban parity index for achievement in mathematics, by education level (ratio)	['mathematics and numeracy skills', 'education']
4	4.5	4.5.1	SE_URP_REAACH	Rural to urban parity index for achievement in reading, by education level (ratio)	['reading and literacy skills', 'education']
4	4.6	4.6.1	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	['education']
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	['means of implementation', 'education', 'educational facilities', 'computers', 'computer literacy']
4	4.a	4.a.1	SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	['means of implementation', 'education', 'educational facilities', 'drinking water', 'water']
4	4.a	4.a.1	SE_ACC_ELEC	Schools with access to electricity, by education level (%)	['means of implementation', 'education', 'educational facilities', 'electrification']
4	4.a	4.a.1	SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	['means of implementation', 'education', 'educational facilities', 'sanitary facilities', 'sanitation']
4	4.a	4.a.1	SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	['means of implementation', 'education', 'educational facilities', 'internet', 'computer literacy']
4	4.a	4.a.1	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	['means of implementation', 'education', 'sanitary facilities', 'educational facilities', 'sanitation', 'gender equality']
4	4.a	4.a.1	SE_INF_DSBL	Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)	['means of implementation', 'education', 'educational facilities', 'persons with disabilities']
4	4.b	4.b.1	DC_TOF_SCHIPSL	Total official flows for scholarships, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'education', 'scholarships', 'educational financing']
4	4.c	4.c.1	SE_TRA_GRDL	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by education level (%)	['means of implementation', 'education', 'teachers', 'teacher training', 'human resources']
5	5.2	5.2.1	VC_VAW_MARR	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	['"womens advancement"', 'gender equality', 'violence', 'gender-based violence', 'domestic violence', 'women', 'youth', 'adolescents']
5	5.3	5.3.1	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	['harmful traditional practices', '"womens advancement"', 'gender equality', 'women', 'youth', 'adolescents']
5	5.3	5.3.1	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	['harmful traditional practices', '"womens advancement"', 'gender equality', 'women', 'youth', 'adolescents']
